"Player","FullName","Appearances","Minutes","Goals","Assists","YellowCard","RedCard","ShotsPerGame","PassSuccessPercentage","ManOfTheMatch","Rating","Team","Group","Squad Number","Position","Captain","Date Of Birth","Age","Caps","GoalsBeforeTournament","Club","Photo","Flag","Club Logo","Value"
"I. Díaz","Ismael Díaz","0","0","0","0","0","0","0","0","0","0","Panama","G","10","FW","-","5/12/1997","21","10","2","Universidad de Chile","https://cdn.sofifa.org/players/10/19/214416.png","https://cdn.sofifa.org/flags/55.png","https://cdn.sofifa.org/teams/10/light/15029.png","€925K"
"J. Irvine","Jackson Irvine","3","44","0","0","0","0","0","53.3","0","6.2","Australia","C","22","MF","-","3/7/1993","25","18","2","Hull City","https://cdn.sofifa.org/players/10/19/211378.png","https://cdn.sofifa.org/flags/195.png","https://cdn.sofifa.org/teams/10/light/1952.png","€3.1M"
"L. Schöne","Lasse Schöne","3","219","0","0","0","0","0","84.8","0","6.68","Denmark","C","19","MF","-","5/27/1986","32","35","3","N/A","N/A","N/A","N/A","N/A"
"N. Pope","Nick Pope","0","0","0","0","0","0","0","0","0","0","England","G","23","GK","-","4/19/1992","26","0","0","Burnley","https://cdn.sofifa.org/players/10/19/203841.png","https://cdn.sofifa.org/flags/14.png","https://cdn.sofifa.org/teams/10/light/1796.png","€13M"
"P. Aquino","Pedro Aquino","3","138","0","0","1","0","0","87.3","0","6.9","Peru","C","23","MF","-","4/13/1995","23","12","0","Club León","https://cdn.sofifa.org/players/10/19/236264.png","https://cdn.sofifa.org/flags/59.png","https://cdn.sofifa.org/teams/10/light/110781.png","€2.7M"
"P. Sisto","Pione Sisto","4","232","0","0","1","0","1","83.8","0","6.8","Denmark","C","23","FW","-","2/4/1995","23","13","1","RC Celta","https://cdn.sofifa.org/players/10/19/212196.png","https://cdn.sofifa.org/flags/13.png","https://cdn.sofifa.org/teams/10/light/450.png","€14M"
"A. N'Diaye","Alfred N'Diaye","0","0","0","0","0","0","0","0","0","0","Senegal","H","13","MF","-","3/6/1990","28","19","0","Málaga CF","https://cdn.sofifa.org/players/10/19/188879.png","https://cdn.sofifa.org/flags/136.png","https://cdn.sofifa.org/teams/10/light/573.png","€7M"
"A. Corzo","Aldo Corzo","0","0","0","0","0","0","0","0","0","0","Peru","C","3","DF","-","5/20/1989","29","25","0","N/A","https://cdn.sofifa.org/players/10/19/196688.png","https://cdn.sofifa.org/flags/59.png","https://cdn.sofifa.org/flags/59.png","€0"
"D. Livaković","Dominik Livaković","0","0","0","0","0","0","0","0","0","0","Croatia","D","1","GK","-","1/9/1995","23","1","0","Dinamo Zagreb","https://cdn.sofifa.org/players/10/19/241671.png","https://cdn.sofifa.org/flags/10.png","https://cdn.sofifa.org/teams/10/light/211.png","€3.4M"
"F. Armani","Franco Armani","2","180","0","0","0","0","0","69.2","0","5.28","Argentina","D","12","GK","-","10/16/1986","31","0","0","River Plate","https://cdn.sofifa.org/players/10/19/214584.png","https://cdn.sofifa.org/flags/52.png","https://cdn.sofifa.org/teams/10/light/1876.png","€9M"
"I. Ezenwa","Ikechukwu Ezenwa","0","0","0","0","0","0","0","0","0","0","Nigeria","D","1","GK","-","10/16/1988","29","24","0","N/A","N/A","N/A","N/A","N/A"
"U. Spajić","Uroš Spajić","0","0","0","0","0","0","0","0","0","0","Serbia","E","5","DF","-","2/13/1993","25","5","0","N/A","N/A","N/A","N/A","N/A"
"N. Fekir","Nabil Fekir","6","69","0","0","0","0","0","67.6","0","6.25","France","C","18","FW","-","7/18/1993","24","11","2","Olympique Lyonnais","https://cdn.sofifa.org/players/10/19/216594.png","https://cdn.sofifa.org/flags/18.png","https://cdn.sofifa.org/teams/10/light/66.png","€50M"
"O. Toivonen","Ola Toivonen","5","400","1","1","0","0","0","61.6","0","6.97","Sweden","F","20","FW","-","7/3/1986","31","58","13","Melbourne Victory","https://cdn.sofifa.org/players/10/19/176794.png","https://cdn.sofifa.org/flags/46.png","https://cdn.sofifa.org/teams/10/light/111397.png","€6M"
"Y. Gazinsky","Yury Gazinsky","0","0","0","0","0","0","0","0","0","0","Russia","A","8","MF","-","7/20/1989","28","5","0","N/A","N/A","N/A","N/A","N/A"
"O. Dembélé","Ousmane Dembélé","4","166","0","0","0","0","0","84.4","0","6.37","France","C","11","FW","-","5/15/1997","21","11","2","FC Barcelona","https://cdn.sofifa.org/players/10/19/231443.png","https://cdn.sofifa.org/flags/18.png","https://cdn.sofifa.org/teams/10/light/241.png","€40M"
"S. Ezatolahi","Saeid Ezatolahi","2","166","0","0","0","0","0","73.8","0","6.8","Iran","B","6","MF","-","10/1/1996","21","25","1","Reading","https://cdn.sofifa.org/players/10/19/233241.png","https://cdn.sofifa.org/flags/161.png","https://cdn.sofifa.org/teams/10/light/1793.png","€1.5M"
"T. Ebuehi","Tyronne Ebuehi","1","45","0","0","0","0","0","95.5","0","6.35","Nigeria","D","21","DF","-","12/16/1995","22","6","0","SL Benfica","https://cdn.sofifa.org/players/10/19/224213.png","https://cdn.sofifa.org/flags/133.png","https://cdn.sofifa.org/teams/10/light/234.png","€850K"
"K. Young-gwon","Kim Young-gwon","0","0","0","0","0","0","0","0","0","0","South Korea","F","19","DF","-","2/27/1990","28","51","2","N/A","N/A","N/A","N/A","N/A"
"K. Mbappé","Kylian Mbappé","7","534","4","0","2","0","0","77.6","1","7.75","France","C","10","FW","-","12/20/1998","19","14","3","Paris Saint-Germain","https://cdn.sofifa.org/players/10/19/231747.png","https://cdn.sofifa.org/flags/18.png","https://cdn.sofifa.org/teams/10/light/73.png","€81M"
"M. Leckie","Mathew Leckie","3","270","0","0","1","0","0","68.8","0","6.71","Australia","C","7","FW","-","2/4/1991","27","52","8","Hertha BSC","https://cdn.sofifa.org/players/10/19/195033.png","https://cdn.sofifa.org/flags/195.png","https://cdn.sofifa.org/teams/10/light/166.png","€7M"
"R. Guerreiro","Raphaël Guerreiro","0","0","0","0","0","0","0","0","0","0","Portugal","B","5","DF","-","12/22/1993","24","23","2","Borussia Dortmund","https://cdn.sofifa.org/players/10/19/209889.png","https://cdn.sofifa.org/flags/38.png","https://cdn.sofifa.org/teams/10/light/22.png","€24M"
"R. Freuler","Remo Freuler","0","0","0","0","0","0","0","0","0","0","Switzerland","E","8","MF","-","4/15/1992","26","9","0","Atalanta","https://cdn.sofifa.org/players/10/19/202024.png","https://cdn.sofifa.org/flags/47.png","https://cdn.sofifa.org/teams/10/light/39.png","€9M"
"A. Machado","Adolfo Machado","1","90","0","0","0","0","0","72.4","0","6.59","Panama","G","13","DF","-","2/14/1985","33","75","1","Houston Dynamo","https://cdn.sofifa.org/players/10/19/197154.png","https://cdn.sofifa.org/flags/87.png","https://cdn.sofifa.org/teams/10/light/698.png","€725K"
"D. Kownacki","Dawid Kownacki","2","74","0","0","0","0","0","75","0","6.22","Poland","H","23","FW","-","3/14/1997","21","1","0","Sampdoria","https://cdn.sofifa.org/players/10/19/221168.png","https://cdn.sofifa.org/flags/37.png","https://cdn.sofifa.org/teams/10/light/1837.png","€3.2M"
"I. Perišić","Ivan Perišić","0","0","0","0","0","0","0","0","0","0","Croatia","D","4","FW","-","2/2/1989","29","65","17","Inter","https://cdn.sofifa.org/players/10/19/181458.png","https://cdn.sofifa.org/flags/10.png","https://cdn.sofifa.org/teams/10/light/44.png","€37.5M"
"J. Bednarek","Jan Bednarek","3","225","1","0","1","0","0","90.1","1","6.93","Poland","H","5","DF","-","4/12/1996","22","1","0","Southampton","https://cdn.sofifa.org/players/10/19/220570.png","https://cdn.sofifa.org/flags/37.png","https://cdn.sofifa.org/teams/10/light/17.png","€3.2M"
"J. Larsen","Jens Larsen","3","270","0","0","0","0","0","83.3","0","6.74","Denmark","C","17","DF","-","2/21/1991","27","12","1","Borussia Dortmund","https://cdn.sofifa.org/players/10/19/227503.png","https://cdn.sofifa.org/flags/13.png","https://cdn.sofifa.org/teams/10/light/22.png","€9.5M"
"T. Hamed","Tarek Hamed","3","230","0","0","0","0","0","83.7","0","6.36","Egypt","A","8","MF","-","10/24/1988","29","20","0","N/A","https://cdn.sofifa.org/players/10/19/222134.png","https://cdn.sofifa.org/flags/111.png","https://cdn.sofifa.org/flags/111.png","€0"
"A. Di María","Angel Di María","3","237","1","0","0","0","1","75.4","0","6.66","Argentina","D","11","MF","-","2/14/1988","30","94","19","Paris Saint-Germain","https://cdn.sofifa.org/players/10/19/183898.png","https://cdn.sofifa.org/flags/52.png","https://cdn.sofifa.org/teams/10/light/73.png","€29.5M"
"J. Venegas","Johan Venegas","2","150","0","0","0","0","0","69","0","6.28","Costa Rica","E","11","FW","-","11/27/1988","29","45","10","N/A","N/A","N/A","N/A","N/A"
"R. Sigurðsson","Ragnar Sigurðsson","0","0","0","0","0","0","0","0","0","0","Iceland","D","6","DF","-","6/19/1986","31","76","3","N/A","https://cdn.sofifa.org/players/10/19/179897.png","https://cdn.sofifa.org/flags/24.png","https://cdn.sofifa.org/flags/24.png","€0"
"A. Fathy","Ahmed Fathy","3","270","0","0","1","0","0","83.1","0","6.45","Egypt","A","7","DF","-","11/10/1984","33","125","3","N/A","N/A","N/A","N/A","N/A"
"A. Prijović","Aleksandar Prijović","0","0","0","0","0","0","0","0","0","0","Serbia","E","8","FW","-","4/21/1990","28","8","1","PAOK","https://cdn.sofifa.org/players/10/19/189757.png","https://cdn.sofifa.org/flags/51.png","https://cdn.sofifa.org/teams/10/light/393.png","€9M"
"K. Nordfeldt","Kristoffer Nordfeldt","0","0","0","0","0","0","0","0","0","0","Sweden","F","23","GK","-","6/23/1989","28","8","0","Swansea City","https://cdn.sofifa.org/players/10/19/192129.png","https://cdn.sofifa.org/flags/46.png","https://cdn.sofifa.org/teams/10/light/1960.png","€2.5M"
"M. Hamdy","Mahmoud Hamdy","0","0","0","0","0","0","0","0","0","0","Egypt","A","15","DF","-","6/1/1995","23","0","0","N/A","https://cdn.sofifa.org/players/10/19/243533.png","https://cdn.sofifa.org/flags/111.png","https://cdn.sofifa.org/flags/111.png","€0"
"J. Mojica","Johan Mojica","4","390","0","0","1","0","0","77.6","0","6.65","Colombia","H","17","DF","-","8/21/1992","25","4","1","Girona FC","https://cdn.sofifa.org/players/10/19/214026.png","https://cdn.sofifa.org/flags/56.png","https://cdn.sofifa.org/teams/10/light/110062.png","€10.5M"
"J. Calderón","José Calderón","0","0","0","0","0","0","0","0","0","0","Panama","G","12","GK","-","8/14/1985","32","31","0","N/A","N/A","N/A","N/A","N/A"
"J. Fonte","José Fonte","4","360","0","0","0","0","0","83.1","0","6.93","Portugal","B","6","DF","-","12/22/1983","34","30","0","N/A","N/A","N/A","N/A","N/A"
"M. Pazdan","Michał Pazdan","0","0","0","0","0","0","0","0","0","0","Poland","H","2","DF","-","9/21/1987","30","31","0","Legia Warszawa","https://cdn.sofifa.org/players/10/19/185010.png","https://cdn.sofifa.org/flags/37.png","https://cdn.sofifa.org/teams/10/light/1871.png","€3M"
"T. Vermaelen","Thomas Vermaelen","3","132","0","0","0","0","0","88.3","0","6.33","Belgium","G","3","DF","-","11/14/1985","32","64","1","FC Barcelona","https://cdn.sofifa.org/players/10/19/157304.png","https://cdn.sofifa.org/flags/7.png","https://cdn.sofifa.org/teams/10/light/241.png","€5M"
"H. Ayala","Hugo Ayala","2","180","0","0","0","0","0","87.9","0","6.81","Mexico","F","2","DF","-","3/31/1987","31","42","1","Tigres U.A.N.L.","https://cdn.sofifa.org/players/10/19/171896.png","https://cdn.sofifa.org/flags/83.png","https://cdn.sofifa.org/teams/10/light/1970.png","€4.5M"
"Y. Mutō","Yoshinori Mutō","0","0","0","0","0","0","0","0","0","0","Japan","H","13","FW","-","7/15/1992","25","22","2","Newcastle United","https://cdn.sofifa.org/players/10/19/228717.png","https://cdn.sofifa.org/flags/163.png","https://cdn.sofifa.org/teams/10/light/13.png","€10M"
"D. Alli","Dele Alli","5","364","1","0","0","0","1","78.1","0","6.68","England","G","20","MF","-","4/11/1996","22","24","2","Tottenham Hotspur","https://cdn.sofifa.org/players/10/19/211117.png","https://cdn.sofifa.org/flags/14.png","https://cdn.sofifa.org/teams/10/light/18.png","€42.5M"
"J. Obi","Joel Obi","0","0","0","0","0","0","0","0","0","0","Nigeria","D","15","MF","-","5/22/1991","27","17","0","Chievo Verona","https://cdn.sofifa.org/players/10/19/193337.png","https://cdn.sofifa.org/flags/133.png","https://cdn.sofifa.org/teams/10/light/192.png","€6.5M"
"L. Lerager","Lukas Lerager","1","1","0","0","0","0","0","0","0","6","Denmark","C","18","MF","-","7/12/1993","24","3","0","FC Girondins de Bordeaux","https://cdn.sofifa.org/players/10/19/217605.png","https://cdn.sofifa.org/flags/13.png","https://cdn.sofifa.org/teams/10/light/59.png","€8.5M"
"N. Süle","Niklas Süle","1","90","0","0","0","0","1","96.3","0","6.57","Germany","F","15","DF","-","9/3/1995","22","10","0","FC Bayern München","https://cdn.sofifa.org/players/10/19/212190.png","https://cdn.sofifa.org/flags/21.png","https://cdn.sofifa.org/teams/10/light/21.png","€36.5M"
"J. Carvallo","José Carvallo","0","0","0","0","0","0","0","0","0","0","Peru","C","21","GK","-","3/1/1986","32","6","0","N/A","https://cdn.sofifa.org/players/10/19/186655.png","https://cdn.sofifa.org/flags/59.png","https://cdn.sofifa.org/flags/59.png","€0"
"Piqué","Piqué","4","390","0","0","1","0","0","92.4","0","6.98","Spain","B","3","DF","-","2/2/1987","31","97","5","FC Barcelona","https://cdn.sofifa.org/players/10/19/152729.png","https://cdn.sofifa.org/flags/45.png","https://cdn.sofifa.org/teams/10/light/241.png","€34M"
"M. Meza","Maximiliano Meza","4","208","0","0","0","0","0","78.3","0","6.56","Argentina","D","13","MF","-","12/15/1992","25","2","0","Independiente","https://cdn.sofifa.org/players/10/19/216700.png","https://cdn.sofifa.org/flags/52.png","https://cdn.sofifa.org/teams/10/light/110093.png","€12.5M"
"A. Bouhaddouz","Aziz Bouhaddouz","2","18","0","0","0","0","0","66.7","0","5.76","Morocco","B","20","FW","-","3/30/1987","31","14","3","Al Batin","https://cdn.sofifa.org/players/10/19/188305.png","https://cdn.sofifa.org/flags/129.png","https://cdn.sofifa.org/teams/10/light/112990.png","€1.6M"
"B. Srarfi","Bassem Srarfi","1","1","0","0","0","0","0","100","0","6.04","Tunisia","G","18","FW","-","6/25/1997","20","4","0","OGC Nice","https://cdn.sofifa.org/players/10/19/237600.png","https://cdn.sofifa.org/flags/145.png","https://cdn.sofifa.org/teams/10/light/72.png","€4.6M"
"S. Mandanda","Steve Mandanda","1","90","0","0","0","0","0","77.3","0","7.11","France","C","16","GK","-","3/28/1985","33","27","0","Olympique de Marseille","https://cdn.sofifa.org/players/10/19/163705.png","https://cdn.sofifa.org/flags/18.png","https://cdn.sofifa.org/teams/10/light/219.png","€13M"
"K. El Ahmadi","Karim El Ahmadi","3","266","0","0","2","0","0","84.7","0","6.31","Morocco","B","8","MF","-","1/27/1985","33","50","1","Al Ittihad","https://cdn.sofifa.org/players/10/19/162329.png","https://cdn.sofifa.org/flags/129.png","https://cdn.sofifa.org/teams/10/light/607.png","€3.6M"
"M. Ryan","Mathew Ryan","0","0","0","0","0","0","0","0","0","0","Australia","C","1","GK","-","4/8/1992","26","43","0","Brighton & Hove Albion","https://cdn.sofifa.org/players/10/19/199005.png","https://cdn.sofifa.org/flags/195.png","https://cdn.sofifa.org/teams/10/light/1808.png","€10.5M"
"A. Kolarov","Aleksandar Kolarov","3","270","1","0","0","0","0","81.8","1","6.82","Serbia","E","11","DF","captain","11/10/1985","32","75","10","Roma","https://cdn.sofifa.org/players/10/19/185103.png","https://cdn.sofifa.org/flags/51.png","https://cdn.sofifa.org/teams/10/light/52.png","€12.5M"
"D. Ospina","David Ospina","4","390","0","0","0","0","0","54.6","0","6.98","Colombia","H","1","GK","-","8/31/1988","29","86","0","Napoli","https://cdn.sofifa.org/players/10/19/176550.png","https://cdn.sofifa.org/flags/56.png","https://cdn.sofifa.org/teams/10/light/48.png","€8.5M"
"E. Salvio","Eduardo Salvio","2","146","0","0","0","0","0","82.1","0","6.9","Argentina","D","18","DF","-","7/13/1990","27","9","0","SL Benfica","https://cdn.sofifa.org/players/10/19/190972.png","https://cdn.sofifa.org/flags/52.png","https://cdn.sofifa.org/teams/10/light/234.png","€18.5M"
"H. Seferović","Haris Seferović","0","0","0","0","0","0","0","0","0","0","Switzerland","E","9","FW","-","2/22/1992","26","50","11","SL Benfica","https://cdn.sofifa.org/players/10/19/193408.png","https://cdn.sofifa.org/flags/47.png","https://cdn.sofifa.org/teams/10/light/234.png","€7M"
"N. Matić","Nemanja Matić","0","0","0","0","0","0","0","0","0","0","Serbia","E","21","MF","-","8/1/1988","29","39","2","Manchester United","https://cdn.sofifa.org/players/10/19/191202.png","https://cdn.sofifa.org/flags/51.png","https://cdn.sofifa.org/teams/10/light/11.png","€24M"
"T. Jedvaj","Tin Jedvaj","1","90","0","0","1","0","0","80","0","6.32","Croatia","D","13","DF","-","11/28/1995","22","11","0","Bayer 04 Leverkusen","https://cdn.sofifa.org/players/10/19/215930.png","https://cdn.sofifa.org/flags/10.png","https://cdn.sofifa.org/teams/10/light/32.png","€9.5M"
"A. Jahanbakhsh","Alireza Jahanbakhsh","3","171","0","0","1","0","0","60","0","6.6","Iran","B","18","FW","-","8/11/1993","24","37","4","Brighton & Hove Albion","https://cdn.sofifa.org/players/10/19/215871.png","https://cdn.sofifa.org/flags/161.png","https://cdn.sofifa.org/teams/10/light/1808.png","€11.5M"
"I. Smith","Ian Smith","1","1","0","0","0","0","0","50","0","6","Costa Rica","E","4","DF","-","3/6/1998","20","2","0","IFK Norrköping","https://cdn.sofifa.org/players/10/19/242551.png","https://cdn.sofifa.org/flags/72.png","https://cdn.sofifa.org/teams/10/light/702.png","€725K"
"A. Januzaj","Adnan Januzaj","1","86","1","0","0","0","4","82.4","0","7.67","Belgium","G","18","FW","-","2/5/1995","23","7","0","Real Sociedad","https://cdn.sofifa.org/players/10/19/208330.png","https://cdn.sofifa.org/flags/7.png","https://cdn.sofifa.org/teams/10/light/457.png","€14M"
"A. Christensen","Andreas Christensen","4","307","0","0","0","0","0","93.1","0","6.68","Denmark","C","6","DF","-","4/10/1996","22","15","1","Chelsea","https://cdn.sofifa.org/players/10/19/213661.png","https://cdn.sofifa.org/flags/13.png","https://cdn.sofifa.org/teams/10/light/5.png","€21.5M"
"D. Tadić","Dušan Tadić","0","0","0","0","0","0","0","0","0","0","Serbia","E","10","MF","-","11/20/1988","29","52","13","Ajax","https://cdn.sofifa.org/players/10/19/199434.png","https://cdn.sofifa.org/flags/51.png","https://cdn.sofifa.org/teams/10/light/245.png","€17.5M"
"G. Shibasaki","Gaku Shibasaki","4","341","0","1","1","0","0","83.2","0","6.89","Japan","H","7","MF","-","5/28/1992","26","16","3","Getafe CF","https://cdn.sofifa.org/players/10/19/232883.png","https://cdn.sofifa.org/flags/163.png","https://cdn.sofifa.org/teams/10/light/1860.png","€11M"
"J. Brandt","Julian Brandt","3","19","0","0","0","0","0","90","0","6.41","Germany","F","20","MF","-","5/2/1996","22","15","1","Bayer 04 Leverkusen","https://cdn.sofifa.org/players/10/19/212194.png","https://cdn.sofifa.org/flags/21.png","https://cdn.sofifa.org/teams/10/light/32.png","€30.5M"
"M. Hassen","Mouez Hassen","1","15","0","0","0","0","0","50","0","6.63","Tunisia","G","22","GK","-","3/5/1995","23","3","0","OGC Nice","https://cdn.sofifa.org/players/10/19/209483.png","https://cdn.sofifa.org/flags/145.png","https://cdn.sofifa.org/teams/10/light/72.png","€2.4M"
